"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"06.03.2016 12:00 - 06.03.2016 12:15","52714","54472"
"06.03.2016 12:15 - 06.03.2016 12:30","52876","54342"
"06.03.2016 12:30 - 06.03.2016 12:45","52025","53919"
"06.03.2016 12:45 - 06.03.2016 13:00","51555","53339"
"06.03.2016 13:00 - 06.03.2016 13:15","51297","52612"
"06.03.2016 13:15 - 06.03.2016 13:30","50760","52179"
"06.03.2016 13:30 - 06.03.2016 13:45","50171","51851"
"06.03.2016 13:45 - 06.03.2016 14:00","49219","51168"
"06.03.2016 14:00 - 06.03.2016 14:15","48866","50663"
"06.03.2016 14:15 - 06.03.2016 14:30","48246","50371"
"06.03.2016 14:30 - 06.03.2016 14:45","48749","49937"
"06.03.2016 14:45 - 06.03.2016 15:00","48229","49427"
"06.03.2016 15:00 - 06.03.2016 15:15","48598","49773"
"06.03.2016 15:15 - 06.03.2016 15:30","48208","49410"
"06.03.2016 15:30 - 06.03.2016 15:45","48003","49396"
"06.03.2016 15:45 - 06.03.2016 16:00","48351","48685"
"06.03.2016 16:00 - 06.03.2016 16:15","48528","48816"
"06.03.2016 16:15 - 06.03.2016 16:30","48682","48906"
"06.03.2016 16:30 - 06.03.2016 16:45","48990","49270"
"06.03.2016 16:45 - 06.03.2016 17:00","48564","49145"
"06.03.2016 17:00 - 06.03.2016 17:15","49126","49722"
"06.03.2016 17:15 - 06.03.2016 17:30","49678","50289"
"06.03.2016 17:30 - 06.03.2016 17:45","51226","50823"
"06.03.2016 17:45 - 06.03.2016 18:00","51757","51629"
"06.03.2016 18:00 - 06.03.2016 18:15","51810","52918"
"06.03.2016 18:15 - 06.03.2016 18:30","54403","54567"
"06.03.2016 18:30 - 06.03.2016 18:45","54335","55899"
"06.03.2016 18:45 - 06.03.2016 19:00","54454","56474"
"06.03.2016 19:00 - 06.03.2016 19:15","55651","56553"
"06.03.2016 19:15 - 06.03.2016 19:30","54654","56212"
"06.03.2016 19:30 - 06.03.2016 19:45","54192","55759"
"06.03.2016 19:45 - 06.03.2016 20:00","54204","55185"
"06.03.2016 20:00 - 06.03.2016 20:15","53529","54469"
"06.03.2016 20:15 - 06.03.2016 20:30","52550","53489"
"06.03.2016 20:30 - 06.03.2016 20:45","51378","52708"
"06.03.2016 20:45 - 06.03.2016 21:00","50888","51852"
"06.03.2016 21:00 - 06.03.2016 21:15","50395","51689"
"06.03.2016 21:15 - 06.03.2016 21:30","49995","51505"
"06.03.2016 21:30 - 06.03.2016 21:45","50350","51332"
"06.03.2016 21:45 - 06.03.2016 22:00","50381","51289"
"06.03.2016 22:00 - 06.03.2016 22:15","50834","52383"
"06.03.2016 22:15 - 06.03.2016 22:30","50580","52186"
"06.03.2016 22:30 - 06.03.2016 22:45","49619","51374"
"06.03.2016 22:45 - 06.03.2016 23:00","48645","50775"
"06.03.2016 23:00 - 06.03.2016 23:15","47540","50096"
"06.03.2016 23:15 - 06.03.2016 23:30","46902","49137"
"06.03.2016 23:30 - 06.03.2016 23:45","45903","48469"
"06.03.2016 23:45 - 07.03.2016 00:00","45219","47855"
"07.03.2016 00:00 - 07.03.2016 00:15","45318","47609"
"07.03.2016 00:15 - 07.03.2016 00:30","44378","47092"
"07.03.2016 00:30 - 07.03.2016 00:45","43902","46487"
"07.03.2016 00:45 - 07.03.2016 01:00","43430","46119"
"07.03.2016 01:00 - 07.03.2016 01:15","42958","45748"
"07.03.2016 01:15 - 07.03.2016 01:30","42682","45310"
"07.03.2016 01:30 - 07.03.2016 01:45","42496","44960"
"07.03.2016 01:45 - 07.03.2016 02:00","42305","45010"
"07.03.2016 02:00 - 07.03.2016 02:15","42053","44759"
"07.03.2016 02:15 - 07.03.2016 02:30","41933","44663"
"07.03.2016 02:30 - 07.03.2016 02:45","41945","44618"
"07.03.2016 02:45 - 07.03.2016 03:00","41988","44641"
"07.03.2016 03:00 - 07.03.2016 03:15","42306","44940"
"07.03.2016 03:15 - 07.03.2016 03:30","42319","44962"
"07.03.2016 03:30 - 07.03.2016 03:45","42443","45278"
"07.03.2016 03:45 - 07.03.2016 04:00","42731","45339"
"07.03.2016 04:00 - 07.03.2016 04:15","43340","46157"
"07.03.2016 04:15 - 07.03.2016 04:30","43807","46449"
"07.03.2016 04:30 - 07.03.2016 04:45","44223","46962"
"07.03.2016 04:45 - 07.03.2016 05:00","44855","47879"
"07.03.2016 05:00 - 07.03.2016 05:15","46443","49100"
"07.03.2016 05:15 - 07.03.2016 05:30","46700","50032"
"07.03.2016 05:30 - 07.03.2016 05:45","48071","51076"
"07.03.2016 05:45 - 07.03.2016 06:00","49804","52538"
"07.03.2016 06:00 - 07.03.2016 06:15","52622","55859"
"07.03.2016 06:15 - 07.03.2016 06:30","55421","58460"
"07.03.2016 06:30 - 07.03.2016 06:45","57688","60331"
"07.03.2016 06:45 - 07.03.2016 07:00","59459","61303"
"07.03.2016 07:00 - 07.03.2016 07:15","61001","63448"
"07.03.2016 07:15 - 07.03.2016 07:30","61849","64467"
"07.03.2016 07:30 - 07.03.2016 07:45","62691","65191"
"07.03.2016 07:45 - 07.03.2016 08:00","63309","65780"
"07.03.2016 08:00 - 07.03.2016 08:15","64489","66667"
"07.03.2016 08:15 - 07.03.2016 08:30","64839","67143"
"07.03.2016 08:30 - 07.03.2016 08:45","65097","67390"
"07.03.2016 08:45 - 07.03.2016 09:00","65275","67491"
"07.03.2016 09:00 - 07.03.2016 09:15","65199","67380"
"07.03.2016 09:15 - 07.03.2016 09:30","65567","67622"
"07.03.2016 09:30 - 07.03.2016 09:45","65950","68197"
"07.03.2016 09:45 - 07.03.2016 10:00","66353","68362"
"07.03.2016 10:00 - 07.03.2016 10:15","66752","68811"
"07.03.2016 10:15 - 07.03.2016 10:30","66795","69250"
"07.03.2016 10:30 - 07.03.2016 10:45","66975","69344"
"07.03.2016 10:45 - 07.03.2016 11:00","67208","69412"
"07.03.2016 11:00 - 07.03.2016 11:15","67559","69013"
"07.03.2016 11:15 - 07.03.2016 11:30","67675","69461"
"07.03.2016 11:30 - 07.03.2016 11:45","67948","69711"
"07.03.2016 11:45 - 07.03.2016 12:00","68393","69618"
"07.03.2016 12:00 - 07.03.2016 12:15","67401","69075"
"07.03.2016 12:15 - 07.03.2016 12:30","67375","69252"
"07.03.2016 12:30 - 07.03.2016 12:45","67202","69120"
"07.03.2016 12:45 - 07.03.2016 13:00","67641","68754"
"07.03.2016 13:00 - 07.03.2016 13:15","67546","68643"
"07.03.2016 13:15 - 07.03.2016 13:30","66934","68314"
"07.03.2016 13:30 - 07.03.2016 13:45","66699","67427"
"07.03.2016 13:45 - 07.03.2016 14:00","66113","67042"
"07.03.2016 14:00 - 07.03.2016 14:15","65526","66914"
"07.03.2016 14:15 - 07.03.2016 14:30","65603","66846"
"07.03.2016 14:30 - 07.03.2016 14:45","65529","66388"
"07.03.2016 14:45 - 07.03.2016 15:00","65020","66062"
"07.03.2016 15:00 - 07.03.2016 15:15","63667","66075"
"07.03.2016 15:15 - 07.03.2016 15:30","65080","65625"
"07.03.2016 15:30 - 07.03.2016 15:45","65127","65121"
"07.03.2016 15:45 - 07.03.2016 16:00","64203","64788"
"07.03.2016 16:00 - 07.03.2016 16:15","64064","64537"
"07.03.2016 16:15 - 07.03.2016 16:30","63025","64258"
"07.03.2016 16:30 - 07.03.2016 16:45","61098","63989"
"07.03.2016 16:45 - 07.03.2016 17:00","60906","64090"
"07.03.2016 17:00 - 07.03.2016 17:15","61071","64185"
"07.03.2016 17:15 - 07.03.2016 17:30","61251","64008"
"07.03.2016 17:30 - 07.03.2016 17:45","61879","64459"
"07.03.2016 17:45 - 07.03.2016 18:00","62833","65388"
"07.03.2016 18:00 - 07.03.2016 18:15","62697","65988"
"07.03.2016 18:15 - 07.03.2016 18:30","63725","67240"
"07.03.2016 18:30 - 07.03.2016 18:45","64367","68688"
"07.03.2016 18:45 - 07.03.2016 19:00","64677","69580"
"07.03.2016 19:00 - 07.03.2016 19:15","65281","69473"
"07.03.2016 19:15 - 07.03.2016 19:30","64433","68629"
"07.03.2016 19:30 - 07.03.2016 19:45","64240","68385"
"07.03.2016 19:45 - 07.03.2016 20:00","64178","67680"
"07.03.2016 20:00 - 07.03.2016 20:15","62933","66455"
"07.03.2016 20:15 - 07.03.2016 20:30","62182","65238"
"07.03.2016 20:30 - 07.03.2016 20:45","61299","64080"
"07.03.2016 20:45 - 07.03.2016 21:00","60528","63099"
"07.03.2016 21:00 - 07.03.2016 21:15","60134","62470"
"07.03.2016 21:15 - 07.03.2016 21:30","59698","61601"
"07.03.2016 21:30 - 07.03.2016 21:45","59375","60582"
"07.03.2016 21:45 - 07.03.2016 22:00","58130","59734"
"07.03.2016 22:00 - 07.03.2016 22:15","57577","59909"
"07.03.2016 22:15 - 07.03.2016 22:30","56791","59086"
"07.03.2016 22:30 - 07.03.2016 22:45","55663","57913"
"07.03.2016 22:45 - 07.03.2016 23:00","54105","56630"
"07.03.2016 23:00 - 07.03.2016 23:15","52752","55217"
"07.03.2016 23:15 - 07.03.2016 23:30","51520","54008"
"07.03.2016 23:30 - 07.03.2016 23:45","50796","53014"
"07.03.2016 23:45 - 08.03.2016 00:00","49275","52315"
"08.03.2016 00:00 - 08.03.2016 00:15","50275","52228"
"08.03.2016 00:15 - 08.03.2016 00:30","49797","51549"
"08.03.2016 00:30 - 08.03.2016 00:45","49446","51087"
"08.03.2016 00:45 - 08.03.2016 01:00","48960","50606"
"08.03.2016 01:00 - 08.03.2016 01:15","48266","50144"
"08.03.2016 01:15 - 08.03.2016 01:30","47791","49861"
"08.03.2016 01:30 - 08.03.2016 01:45","47737","49775"
"08.03.2016 01:45 - 08.03.2016 02:00","47551","49385"
"08.03.2016 02:00 - 08.03.2016 02:15","47231","48806"
"08.03.2016 02:15 - 08.03.2016 02:30","46757","48828"
"08.03.2016 02:30 - 08.03.2016 02:45","46663","48794"
"08.03.2016 02:45 - 08.03.2016 03:00","46952","48915"
"08.03.2016 03:00 - 08.03.2016 03:15","46845","49011"
"08.03.2016 03:15 - 08.03.2016 03:30","47058","49080"
"08.03.2016 03:30 - 08.03.2016 03:45","47218","49305"
"08.03.2016 03:45 - 08.03.2016 04:00","47294","49180"
"08.03.2016 04:00 - 08.03.2016 04:15","47683","49716"
"08.03.2016 04:15 - 08.03.2016 04:30","47809","50141"
"08.03.2016 04:30 - 08.03.2016 04:45","48311","50611"
"08.03.2016 04:45 - 08.03.2016 05:00","48521","50879"
"08.03.2016 05:00 - 08.03.2016 05:15","49967","51791"
"08.03.2016 05:15 - 08.03.2016 05:30","50171","52589"
"08.03.2016 05:30 - 08.03.2016 05:45","51451","53477"
"08.03.2016 05:45 - 08.03.2016 06:00","52693","54914"
"08.03.2016 06:00 - 08.03.2016 06:15","55245","57916"
"08.03.2016 06:15 - 08.03.2016 06:30","57749","60257"
"08.03.2016 06:30 - 08.03.2016 06:45","59664","61769"
"08.03.2016 06:45 - 08.03.2016 07:00","61086","63248"
"08.03.2016 07:00 - 08.03.2016 07:15","62335","64726"
"08.03.2016 07:15 - 08.03.2016 07:30","63220","65449"
"08.03.2016 07:30 - 08.03.2016 07:45","64126","66209"
"08.03.2016 07:45 - 08.03.2016 08:00","64556","66871"
"08.03.2016 08:00 - 08.03.2016 08:15","65614","67565"
"08.03.2016 08:15 - 08.03.2016 08:30","65901","67437"
"08.03.2016 08:30 - 08.03.2016 08:45","66046","67663"
"08.03.2016 08:45 - 08.03.2016 09:00","66131","67891"
"08.03.2016 09:00 - 08.03.2016 09:15","65955","68672"
"08.03.2016 09:15 - 08.03.2016 09:30","66043","69326"
"08.03.2016 09:30 - 08.03.2016 09:45","66142","70034"
"08.03.2016 09:45 - 08.03.2016 10:00","66584","70090"
"08.03.2016 10:00 - 08.03.2016 10:15","66810","69935"
"08.03.2016 10:15 - 08.03.2016 10:30","66982","69956"
"08.03.2016 10:30 - 08.03.2016 10:45","67172","70042"
"08.03.2016 10:45 - 08.03.2016 11:00","67150","70458"
"08.03.2016 11:00 - 08.03.2016 11:15","67389","70619"
"08.03.2016 11:15 - 08.03.2016 11:30","67458","70890"
"08.03.2016 11:30 - 08.03.2016 11:45","67651","71119"
"08.03.2016 11:45 - 08.03.2016 12:00","67489","71072"
"08.03.2016 12:00 - 08.03.2016 12:15","67225","70682"
"08.03.2016 12:15 - 08.03.2016 12:30","66952","70560"
"08.03.2016 12:30 - 08.03.2016 12:45","66569","70276"
"08.03.2016 12:45 - 08.03.2016 13:00","67238","70063"
"08.03.2016 13:00 - 08.03.2016 13:15","67195","69848"
"08.03.2016 13:15 - 08.03.2016 13:30","66588","69855"
"08.03.2016 13:30 - 08.03.2016 13:45","66619","69487"
"08.03.2016 13:45 - 08.03.2016 14:00","65631","68998"
"08.03.2016 14:00 - 08.03.2016 14:15","65453","68570"
"08.03.2016 14:15 - 08.03.2016 14:30","65223","68059"
"08.03.2016 14:30 - 08.03.2016 14:45","65090","67856"
"08.03.2016 14:45 - 08.03.2016 15:00","65275","67305"
"08.03.2016 15:00 - 08.03.2016 15:15","64687","67153"
"08.03.2016 15:15 - 08.03.2016 15:30","64573","66910"
"08.03.2016 15:30 - 08.03.2016 15:45","64395","66440"
"08.03.2016 15:45 - 08.03.2016 16:00","63625","65813"
"08.03.2016 16:00 - 08.03.2016 16:15","63737","65253"
"08.03.2016 16:15 - 08.03.2016 16:30","63283","65051"
"08.03.2016 16:30 - 08.03.2016 16:45","63265","64949"
"08.03.2016 16:45 - 08.03.2016 17:00","63522","64701"
"08.03.2016 17:00 - 08.03.2016 17:15","63984","64845"
"08.03.2016 17:15 - 08.03.2016 17:30","63907","65189"
"08.03.2016 17:30 - 08.03.2016 17:45","64806","65525"
"08.03.2016 17:45 - 08.03.2016 18:00","65510","66005"
"08.03.2016 18:00 - 08.03.2016 18:15","65822","66451"
"08.03.2016 18:15 - 08.03.2016 18:30","66870","67725"
"08.03.2016 18:30 - 08.03.2016 18:45","67789","69244"
"08.03.2016 18:45 - 08.03.2016 19:00","68331","69989"
"08.03.2016 19:00 - 08.03.2016 19:15","68400","70015"
"08.03.2016 19:15 - 08.03.2016 19:30","67403","69155"
"08.03.2016 19:30 - 08.03.2016 19:45","67370","68790"
"08.03.2016 19:45 - 08.03.2016 20:00","66636","67961"
"08.03.2016 20:00 - 08.03.2016 20:15","65126","66768"
"08.03.2016 20:15 - 08.03.2016 20:30","63603","65323"
"08.03.2016 20:30 - 08.03.2016 20:45","62394","64445"
"08.03.2016 20:45 - 08.03.2016 21:00","61596","63398"
"08.03.2016 21:00 - 08.03.2016 21:15","60643","62675"
"08.03.2016 21:15 - 08.03.2016 21:30","60104","61984"
"08.03.2016 21:30 - 08.03.2016 21:45","59359","61074"
"08.03.2016 21:45 - 08.03.2016 22:00","58726","60229"
"08.03.2016 22:00 - 08.03.2016 22:15","58341","60396"
"08.03.2016 22:15 - 08.03.2016 22:30","57693","59506"
"08.03.2016 22:30 - 08.03.2016 22:45","56721","58588"
"08.03.2016 22:45 - 08.03.2016 23:00","55293","57367"
"08.03.2016 23:00 - 08.03.2016 23:15","54257","56155"
"08.03.2016 23:15 - 08.03.2016 23:30","53300","55059"
"08.03.2016 23:30 - 08.03.2016 23:45","52103","54399"
"08.03.2016 23:45 - 09.03.2016 00:00","51614","53615"
"09.03.2016 00:00 - 09.03.2016 00:15","50954","52748"
"09.03.2016 00:15 - 09.03.2016 00:30","50017","51966"
"09.03.2016 00:30 - 09.03.2016 00:45","49367","51310"
"09.03.2016 00:45 - 09.03.2016 01:00","48839","50831"
"09.03.2016 01:00 - 09.03.2016 01:15","48239","50289"
"09.03.2016 01:15 - 09.03.2016 01:30","47882","49794"
"09.03.2016 01:30 - 09.03.2016 01:45","47574","49673"
"09.03.2016 01:45 - 09.03.2016 02:00","47385","49525"
"09.03.2016 02:00 - 09.03.2016 02:15","47064","49139"
"09.03.2016 02:15 - 09.03.2016 02:30","46856","49014"
"09.03.2016 02:30 - 09.03.2016 02:45","46890","49154"
"09.03.2016 02:45 - 09.03.2016 03:00","46850","49435"
"09.03.2016 03:00 - 09.03.2016 03:15","46920","49407"
"09.03.2016 03:15 - 09.03.2016 03:30","47087","49301"
"09.03.2016 03:30 - 09.03.2016 03:45","47359","49451"
"09.03.2016 03:45 - 09.03.2016 04:00","47326","49406"
"09.03.2016 04:00 - 09.03.2016 04:15","47984","50080"
"09.03.2016 04:15 - 09.03.2016 04:30","48139","50393"
"09.03.2016 04:30 - 09.03.2016 04:45","48768","50935"
"09.03.2016 04:45 - 09.03.2016 05:00","49012","51528"
"09.03.2016 05:00 - 09.03.2016 05:15","50606","52926"
"09.03.2016 05:15 - 09.03.2016 05:30","50697","53763"
"09.03.2016 05:30 - 09.03.2016 05:45","51978","54757"
"09.03.2016 05:45 - 09.03.2016 06:00","53241","56193"
"09.03.2016 06:00 - 09.03.2016 06:15","55772","58594"
"09.03.2016 06:15 - 09.03.2016 06:30","58006","60930"
"09.03.2016 06:30 - 09.03.2016 06:45","60157","62451"
"09.03.2016 06:45 - 09.03.2016 07:00","61181","63468"
"09.03.2016 07:00 - 09.03.2016 07:15","63044","65139"
"09.03.2016 07:15 - 09.03.2016 07:30","63192","65921"
"09.03.2016 07:30 - 09.03.2016 07:45","63959","66708"
"09.03.2016 07:45 - 09.03.2016 08:00","64427","67448"
"09.03.2016 08:00 - 09.03.2016 08:15","65348","68141"
"09.03.2016 08:15 - 09.03.2016 08:30","65654","68422"
"09.03.2016 08:30 - 09.03.2016 08:45","65820","68419"
"09.03.2016 08:45 - 09.03.2016 09:00","65990","68381"
"09.03.2016 09:00 - 09.03.2016 09:15","66035","68051"
"09.03.2016 09:15 - 09.03.2016 09:30","66243","68164"
"09.03.2016 09:30 - 09.03.2016 09:45","66509","68507"
"09.03.2016 09:45 - 09.03.2016 10:00","66709","69052"
"09.03.2016 10:00 - 09.03.2016 10:15","66943","68957"
"09.03.2016 10:15 - 09.03.2016 10:30","67104","69348"
"09.03.2016 10:30 - 09.03.2016 10:45","67275","69698"
"09.03.2016 10:45 - 09.03.2016 11:00","67492","69897"
"09.03.2016 11:00 - 09.03.2016 11:15","67795","69880"
"09.03.2016 11:15 - 09.03.2016 11:30","67993","70048"
"09.03.2016 11:30 - 09.03.2016 11:45","68243","70374"
"09.03.2016 11:45 - 09.03.2016 12:00","67704","70414"
"09.03.2016 12:00 - 09.03.2016 12:15","67496","69729"
"09.03.2016 12:15 - 09.03.2016 12:30","67636","69766"
"09.03.2016 12:30 - 09.03.2016 12:45","66892","69636"
"09.03.2016 12:45 - 09.03.2016 13:00","67358","69873"
"09.03.2016 13:00 - 09.03.2016 13:15","67454","69764"
"09.03.2016 13:15 - 09.03.2016 13:30","67010","69319"
"09.03.2016 13:30 - 09.03.2016 13:45","66864","69009"
"09.03.2016 13:45 - 09.03.2016 14:00","66285","68185"
"09.03.2016 14:00 - 09.03.2016 14:15","65771","68024"
"09.03.2016 14:15 - 09.03.2016 14:30","65571","67708"
"09.03.2016 14:30 - 09.03.2016 14:45","65402","67608"
"09.03.2016 14:45 - 09.03.2016 15:00","65703","67474"
"09.03.2016 15:00 - 09.03.2016 15:15","65599","67226"
"09.03.2016 15:15 - 09.03.2016 15:30","65229","66860"
"09.03.2016 15:30 - 09.03.2016 15:45","64759","65990"
"09.03.2016 15:45 - 09.03.2016 16:00","64159","65765"
"09.03.2016 16:00 - 09.03.2016 16:15","64068","65484"
"09.03.2016 16:15 - 09.03.2016 16:30","63729","64996"
"09.03.2016 16:30 - 09.03.2016 16:45","63670","64782"
"09.03.2016 16:45 - 09.03.2016 17:00","63940","64921"
"09.03.2016 17:00 - 09.03.2016 17:15","63892","65156"
"09.03.2016 17:15 - 09.03.2016 17:30","63825","65042"
"09.03.2016 17:30 - 09.03.2016 17:45","64640","65474"
"09.03.2016 17:45 - 09.03.2016 18:00","65137","65887"
"09.03.2016 18:00 - 09.03.2016 18:15","65321","66413"
"09.03.2016 18:15 - 09.03.2016 18:30","66115","67904"
"09.03.2016 18:30 - 09.03.2016 18:45","67022","69593"
"09.03.2016 18:45 - 09.03.2016 19:00","67273","70883"
"09.03.2016 19:00 - 09.03.2016 19:15","67889","70947"
"09.03.2016 19:15 - 09.03.2016 19:30","66914","70078"
"09.03.2016 19:30 - 09.03.2016 19:45","66537","69747"
"09.03.2016 19:45 - 09.03.2016 20:00","66290","69161"
"09.03.2016 20:00 - 09.03.2016 20:15","64328","67798"
"09.03.2016 20:15 - 09.03.2016 20:30","63216","66407"
"09.03.2016 20:30 - 09.03.2016 20:45","62312","65502"
"09.03.2016 20:45 - 09.03.2016 21:00","61536","64423"
"09.03.2016 21:00 - 09.03.2016 21:15","60706","64025"
"09.03.2016 21:15 - 09.03.2016 21:30","60270","63395"
"09.03.2016 21:30 - 09.03.2016 21:45","59475","62688"
"09.03.2016 21:45 - 09.03.2016 22:00","58878","61762"
"09.03.2016 22:00 - 09.03.2016 22:15","58313","61568"
"09.03.2016 22:15 - 09.03.2016 22:30","57658","60791"
"09.03.2016 22:30 - 09.03.2016 22:45","56520","59473"
"09.03.2016 22:45 - 09.03.2016 23:00","55222","58304"
"09.03.2016 23:00 - 09.03.2016 23:15","53646","56788"
"09.03.2016 23:15 - 09.03.2016 23:30","52900","55530"
"09.03.2016 23:30 - 09.03.2016 23:45","51414","54469"
"09.03.2016 23:45 - 10.03.2016 00:00","50734","53457"
"10.03.2016 00:00 - 10.03.2016 00:15","50315","52516"
"10.03.2016 00:15 - 10.03.2016 00:30","49731","51777"
"10.03.2016 00:30 - 10.03.2016 00:45","49242","51149"
"10.03.2016 00:45 - 10.03.2016 01:00","48745","50630"
"10.03.2016 01:00 - 10.03.2016 01:15","48234","50223"
"10.03.2016 01:15 - 10.03.2016 01:30","47539","49759"
"10.03.2016 01:30 - 10.03.2016 01:45","47252","49392"
"10.03.2016 01:45 - 10.03.2016 02:00","47336","48991"
"10.03.2016 02:00 - 10.03.2016 02:15","46866","48703"
"10.03.2016 02:15 - 10.03.2016 02:30","46675","48569"
"10.03.2016 02:30 - 10.03.2016 02:45","46745","48612"
"10.03.2016 02:45 - 10.03.2016 03:00","46687","48702"
"10.03.2016 03:00 - 10.03.2016 03:15","46903","48809"
"10.03.2016 03:15 - 10.03.2016 03:30","47117","48869"
"10.03.2016 03:30 - 10.03.2016 03:45","47350","48860"
"10.03.2016 03:45 - 10.03.2016 04:00","47353","48917"
"10.03.2016 04:00 - 10.03.2016 04:15","47893","49533"
"10.03.2016 04:15 - 10.03.2016 04:30","48249","49935"
"10.03.2016 04:30 - 10.03.2016 04:45","48688","50392"
"10.03.2016 04:45 - 10.03.2016 05:00","49108","50850"
"10.03.2016 05:00 - 10.03.2016 05:15","50417","51995"
"10.03.2016 05:15 - 10.03.2016 05:30","50701","52679"
"10.03.2016 05:30 - 10.03.2016 05:45","51848","53923"
"10.03.2016 05:45 - 10.03.2016 06:00","52936","55226"
"10.03.2016 06:00 - 10.03.2016 06:15","55421","57869"
"10.03.2016 06:15 - 10.03.2016 06:30","57683","60017"
"10.03.2016 06:30 - 10.03.2016 06:45","59872","61614"
"10.03.2016 06:45 - 10.03.2016 07:00","61310","62804"
"10.03.2016 07:00 - 10.03.2016 07:15","62808","64176"
"10.03.2016 07:15 - 10.03.2016 07:30","63314","65128"
"10.03.2016 07:30 - 10.03.2016 07:45","64499","65763"
"10.03.2016 07:45 - 10.03.2016 08:00","65046","66469"
"10.03.2016 08:00 - 10.03.2016 08:15","65943","67258"
"10.03.2016 08:15 - 10.03.2016 08:30","66076","67604"
"10.03.2016 08:30 - 10.03.2016 08:45","65986","67882"
"10.03.2016 08:45 - 10.03.2016 09:00","66162","67808"
"10.03.2016 09:00 - 10.03.2016 09:15","66057","67656"
"10.03.2016 09:15 - 10.03.2016 09:30","66160","67987"
"10.03.2016 09:30 - 10.03.2016 09:45","66388","68270"
"10.03.2016 09:45 - 10.03.2016 10:00","66644","68409"
"10.03.2016 10:00 - 10.03.2016 10:15","66975","68646"
"10.03.2016 10:15 - 10.03.2016 10:30","66765","68634"
"10.03.2016 10:30 - 10.03.2016 10:45","67245","68970"
"10.03.2016 10:45 - 10.03.2016 11:00","67417","69347"
"10.03.2016 11:00 - 10.03.2016 11:15","67888","69042"
"10.03.2016 11:15 - 10.03.2016 11:30","68195","69212"
"10.03.2016 11:30 - 10.03.2016 11:45","68306","69295"
"10.03.2016 11:45 - 10.03.2016 12:00","68146","69203"
"10.03.2016 12:00 - 10.03.2016 12:15","67517","68913"
"10.03.2016 12:15 - 10.03.2016 12:30","67259","68845"
"10.03.2016 12:30 - 10.03.2016 12:45","66756","68601"
"10.03.2016 12:45 - 10.03.2016 13:00","67396","68617"
"10.03.2016 13:00 - 10.03.2016 13:15","67307","68437"
"10.03.2016 13:15 - 10.03.2016 13:30","67029","68129"
"10.03.2016 13:30 - 10.03.2016 13:45","66438","67816"
"10.03.2016 13:45 - 10.03.2016 14:00","65762","67291"
"10.03.2016 14:00 - 10.03.2016 14:15","66056","67225"
"10.03.2016 14:15 - 10.03.2016 14:30","65856","66880"
"10.03.2016 14:30 - 10.03.2016 14:45","65745","66543"
"10.03.2016 14:45 - 10.03.2016 15:00","65577","66272"
"10.03.2016 15:00 - 10.03.2016 15:15","65133","65890"
"10.03.2016 15:15 - 10.03.2016 15:30","64828","65672"
"10.03.2016 15:30 - 10.03.2016 15:45","64517","65297"
